placeDcid,placeName,Date:Percent_Person_WithMentalHealthNotGood,Value:Percent_Person_WithMentalHealthNotGood,Source:Percent_Person_WithMentalHealthNotGood,Date:Percent_Person_WithPhysicalHealthNotGood,Value:Percent_Person_WithPhysicalHealthNotGood,Source:Percent_Person_WithPhysicalHealthNotGood,Date:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Value:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Source:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Date:Percent_Person_WithStroke,Value:Percent_Person_WithStroke,Source:Percent_Person_WithStroke
geoId/48411,San Saba County,2022,18.9,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,21.9,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/48413,Schleicher County,2022,19.6,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,25.6,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/48415,Scurry County,2022,19.5,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,24.7,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/48417,Shackelford County,2022,19.4,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,17.4,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/48419,Shelby County,2022,21.5,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,26.4,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/48421,Sherman County,2022,19,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,21.9,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/48423,Smith County,2022,19.7,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,21.1,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48425,Somervell County,2022,16.3,https://www.cdc.gov/places/index.html,2022,10.5,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/48427,Starr County,2022,20.8,https://www.cdc.gov/places/index.html,2022,20,https://www.cdc.gov/places/index.html,2022,37.8,https://www.cdc.gov/places/index.html,2022,4.6,https://www.cdc.gov/places/index.html
geoId/48429,Stephens County,2022,19.8,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,23.6,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/48431,Sterling County,2022,17.6,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,17.8,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/48433,Stonewall County,2022,20.3,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,22.5,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48435,Sutton County,2022,19.2,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,28.5,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/48437,Swisher County,2022,19.2,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,27,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/48439,Tarrant County,2022,16.8,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,18.9,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/48441,Taylor County,2022,18.9,https://www.cdc.gov/places/index.html,2022,13.2,https://www.cdc.gov/places/index.html,2022,20.2,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/48443,Terrell County,2022,15.9,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/48445,Terry County,2022,20.6,https://www.cdc.gov/places/index.html,2022,17.2,https://www.cdc.gov/places/index.html,2022,30.4,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/48447,Throckmorton County,2022,19.1,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,18.8,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/48449,Titus County,2022,20,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,26.3,https://www.cdc.gov/places/index.html,2022,3.8,https://www.cdc.gov/places/index.html
geoId/48451,Tom Green County,2022,18.8,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,22.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48453,Travis County,2022,16,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/48455,Trinity County,2022,19.8,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,21.3,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/48457,Tyler County,2022,20,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,22.6,https://www.cdc.gov/places/index.html,2022,3.8,https://www.cdc.gov/places/index.html
geoId/48459,Upshur County,2022,21.6,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,23.4,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/48461,Upton County,2022,20,https://www.cdc.gov/places/index.html,2022,16.4,https://www.cdc.gov/places/index.html,2022,28.6,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/48463,Uvalde County,2022,18.6,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,27.2,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/48465,Val Verde County,2022,18.1,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,29.3,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/48467,Van Zandt County,2022,21.1,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,21.7,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48469,Victoria County,2022,19.6,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,24.5,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48471,Walker County,2022,19.6,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,24.3,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/48473,Waller County,2022,18.3,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,21.5,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48475,Ward County,2022,19.5,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,26.1,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48477,Washington County,2022,18.4,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,19.3,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/48479,Webb County,2022,16.9,https://www.cdc.gov/places/index.html,2022,14.2,https://www.cdc.gov/places/index.html,2022,26.4,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/48481,Wharton County,2022,19.8,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,24,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/48483,Wheeler County,2022,20.1,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,23.6,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/48485,Wichita County,2022,19.3,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,20.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48487,Wilbarger County,2022,21,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,27.3,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/48489,Willacy County,2022,19.6,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,36.8,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/48491,Williamson County,2022,15.4,https://www.cdc.gov/places/index.html,2022,9.9,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/48493,Wilson County,2022,18.3,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,21.5,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/48495,Winkler County,2022,19.2,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,26.4,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/48497,Wise County,2022,19.4,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,21.2,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/48499,Wood County,2022,19,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,19.8,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/48501,Yoakum County,2022,20.1,https://www.cdc.gov/places/index.html,2022,16.7,https://www.cdc.gov/places/index.html,2022,29.8,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/48503,Young County,2022,20.3,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,21.9,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/48505,Zapata County,2022,21.4,https://www.cdc.gov/places/index.html,2022,21.4,https://www.cdc.gov/places/index.html,2022,41,https://www.cdc.gov/places/index.html,2022,5,https://www.cdc.gov/places/index.html
geoId/48507,Zavala County,2022,20.3,https://www.cdc.gov/places/index.html,2022,19,https://www.cdc.gov/places/index.html,2022,35.9,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/49001,Beaver County,2022,16.9,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/49003,Box Elder County,2022,17.4,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/49005,Cache County,2022,18.3,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/49007,Carbon County,2022,19.4,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,20.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/49009,Daggett County,2022,18.2,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,16.7,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49011,Davis County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/49013,Duchesne County,2022,18.9,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,18.2,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/49015,Emery County,2022,19.1,https://www.cdc.gov/places/index.html,2022,14.7,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/49017,Garfield County,2022,18.1,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49019,Grand County,2022,17.6,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/49021,Iron County,2022,17.4,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49023,Juab County,2022,16.6,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49025,Kane County,2022,17.4,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49027,Millard County,2022,19,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/49029,Morgan County,2022,16.7,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/49031,Piute County,2022,20.2,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,23.4,https://www.cdc.gov/places/index.html,2022,4.2,https://www.cdc.gov/places/index.html
geoId/49033,Rich County,2022,18.3,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/49035,Salt Lake County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/49037,San Juan County,2022,21.2,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,23.3,https://www.cdc.gov/places/index.html,2022,4.4,https://www.cdc.gov/places/index.html
geoId/49039,Sanpete County,2022,18.8,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,19.1,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/49041,Sevier County,2022,19.3,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/49043,Summit County,2022,14.1,https://www.cdc.gov/places/index.html,2022,9.7,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/49045,Tooele County,2022,17.3,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/49047,Uintah County,2022,18.8,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,18,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/49049,Utah County,2022,14.9,https://www.cdc.gov/places/index.html,2022,10,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/49051,Wasatch County,2022,13.9,https://www.cdc.gov/places/index.html,2022,9.4,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/49053,Washington County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/49055,Wayne County,2022,18.5,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/49057,Weber County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/50001,Addison County,2022,15.4,https://www.cdc.gov/places/index.html,2022,9.5,https://www.cdc.gov/places/index.html,2022,10.2,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/50003,Bennington County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/50005,Caledonia County,2022,19.1,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/50007,Chittenden County,2022,16.6,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/50009,Essex County,2022,18.3,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/50011,Franklin County,2022,17.1,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/50013,Grand Isle County,2022,17.3,https://www.cdc.gov/places/index.html,2022,10.5,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/50015,Lamoille County,2022,18.2,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/50017,Orange County,2022,16.4,https://www.cdc.gov/places/index.html,2022,9.9,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/50019,Orleans County,2022,18.2,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/50021,Rutland County,2022,17.2,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/50023,Washington County,2022,17.4,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/50025,Windham County,2022,17.5,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/50027,Windsor County,2022,15.2,https://www.cdc.gov/places/index.html,2022,9.3,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/51001,Accomack County,2022,21.2,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,23.2,https://www.cdc.gov/places/index.html,2022,4,https://www.cdc.gov/places/index.html
geoId/51003,Albemarle County,2022,15.8,https://www.cdc.gov/places/index.html,2022,10.2,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/51005,Alleghany County,2022,20.5,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/51007,Amelia County,2022,20.2,https://www.cdc.gov/places/index.html,2022,14.2,https://www.cdc.gov/places/index.html,2022,20.2,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/51009,Amherst County,2022,19.1,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,18.2,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/51011,Appomattox County,2022,21.4,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,20.7,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/51013,Arlington County,2022,14.5,https://www.cdc.gov/places/index.html,2022,9.8,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/51015,Augusta County,2022,18.8,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,16.4,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/51017,Bath County,2022,21.9,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,21.8,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/51019,Bedford County,2022,19.1,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/51021,Bland County,2022,18.9,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,16.2,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/51023,Botetourt County,2022,18.6,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/51025,Brunswick County,2022,19.8,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,23.8,https://www.cdc.gov/places/index.html,2022,4.4,https://www.cdc.gov/places/index.html
geoId/51027,Buchanan County,2022,23.6,https://www.cdc.gov/places/index.html,2022,18.5,https://www.cdc.gov/places/index.html,2022,26.5,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/51029,Buckingham County,2022,20.5,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,22.4,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/51031,Campbell County,2022,20.5,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/51033,Caroline County,2022,18.8,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/51035,Carroll County,2022,21.5,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,20.9,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/51036,Charles City County,2022,20.2,https://www.cdc.gov/places/index.html,2022,14.4,https://www.cdc.gov/places/index.html,2022,21.1,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/51037,Charlotte County,2022,21.4,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,23.3,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/51041,Chesterfield County,2022,16.4,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/51043,Clarke County,2022,17.6,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,14.2,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/51045,Craig County,2022,21.4,https://www.cdc.gov/places/index.html,2022,14.4,https://www.cdc.gov/places/index.html,2022,19,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/51047,Culpeper County,2022,18.9,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,17.8,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/51049,Cumberland County,2022,19.7,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,18.4,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/51051,Dickenson County,2022,21.7,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,22.2,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/51053,Dinwiddie County,2022,19.8,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/51057,Essex County,2022,21.3,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,23.9,https://www.cdc.gov/places/index.html,2022,4.4,https://www.cdc.gov/places/index.html
geoId/51059,Fairfax County,2022,13.5,https://www.cdc.gov/places/index.html,2022,9,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/51061,Fauquier County,2022,16.9,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/51063,Floyd County,2022,18.8,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/51065,Fluvanna County,2022,19.5,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/51067,Franklin County,2022,17.7,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/51069,Frederick County,2022,19.2,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
