placeDcid,placeName,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
geoId/48093,Comanche County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48095,Concho County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48097,Cooke County,2022,1064,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48099,Coryell County,2022,1046,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48101,Cottle County,2022,375,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48103,Crane County,2022,913,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48105,Crockett County,2022,583,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48107,Crosby County,2022,649,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48109,Culberson County,2022,918,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48111,Dallam County,2022,1105,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48113,Dallas County,2022,1374,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48115,Dawson County,2022,805,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48117,Deaf Smith County,2022,842,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48119,Delta County,2022,875,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48121,Denton County,2022,1496,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48123,DeWitt County,2022,931,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48125,Dickens County,2022,533,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48127,Dimmit County,2022,664,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48129,Donley County,2022,711,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48131,Duval County,2022,870,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48133,Eastland County,2022,745,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48135,Ector County,2022,1232,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48137,Edwards County,2022,680,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48139,Ellis County,2022,1345,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48141,El Paso County,2022,978,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48143,Erath County,2022,1070,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48145,Falls County,2022,691,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48147,Fannin County,2022,979,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48149,Fayette County,2022,885,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48151,Fisher County,2022,605,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48153,Floyd County,2022,697,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48155,Foard County,2022,537,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48157,Fort Bend County,2022,1669,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48159,Franklin County,2022,951,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48161,Freestone County,2022,785,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48163,Frio County,2022,797,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48165,Gaines County,2022,711,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48167,Galveston County,2022,1301,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48169,Garza County,2022,1048,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48171,Gillespie County,2022,1275,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48173,Glasscock County,2021,700,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48175,Goliad County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48177,Gonzales County,2022,895,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48179,Gray County,2022,846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48181,Grayson County,2022,1096,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48183,Gregg County,2022,1008,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48185,Grimes County,2022,910,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48187,Guadalupe County,2022,1278,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48189,Hale County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48191,Hall County,2022,554,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48193,Hamilton County,2022,865,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48195,Hansford County,2022,823,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48197,Hardeman County,2022,612,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48199,Hardin County,2022,955,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48201,Harris County,2022,1269,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48203,Harrison County,2022,912,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48205,Hartley County,2022,1102,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48207,Haskell County,2022,862,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48209,Hays County,2022,1355,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48211,Hemphill County,2022,1025,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48213,Henderson County,2022,958,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48215,Hidalgo County,2022,875,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48217,Hill County,2022,893,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48219,Hockley County,2022,765,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48221,Hood County,2022,1255,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48223,Hopkins County,2022,958,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48225,Houston County,2022,819,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48227,Howard County,2022,981,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48229,Hudspeth County,2022,531,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48231,Hunt County,2022,1120,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48233,Hutchinson County,2022,881,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48235,Irion County,2022,1145,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48237,Jack County,2022,889,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48239,Jackson County,2022,896,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48241,Jasper County,2022,777,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48243,Jeff Davis County,2022,1113,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48245,Jefferson County,2022,1004,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48247,Jim Hogg County,2022,754,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48249,Jim Wells County,2022,849,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48251,Johnson County,2022,1271,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48253,Jones County,2022,954,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48255,Karnes County,2022,868,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48257,Kaufman County,2022,1286,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48259,Kendall County,2022,1455,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48263,Kent County,2022,921,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48265,Kerr County,2022,1048,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48267,Kimble County,2022,716,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48271,Kinney County,2022,728,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48273,Kleberg County,2022,978,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48275,Knox County,2022,628,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48277,Lamar County,2022,847,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48279,Lamb County,2022,796,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48281,Lampasas County,2022,867,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48283,La Salle County,2022,851,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48285,Lavaca County,2022,871,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48287,Lee County,2022,1037,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48289,Leon County,2022,900,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48291,Liberty County,2022,978,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48293,Limestone County,2022,784,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48295,Lipscomb County,2022,836,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48297,Live Oak County,2022,957,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48299,Llano County,2022,974,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48303,Lubbock County,2022,1087,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48305,Lynn County,2022,887,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48307,McCulloch County,2022,816,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48309,McLennan County,2022,1048,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48311,McMullen County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48313,Madison County,2022,814,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48315,Marion County,2022,857,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48317,Martin County,2022,1009,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48319,Mason County,2022,818,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48321,Matagorda County,2022,960,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48323,Maverick County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48325,Medina County,2022,1038,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48327,Menard County,2022,720,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48329,Midland County,2022,1375,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48331,Milam County,2022,911,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48333,Mills County,2022,655,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48335,Mitchell County,2022,764,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48337,Montague County,2022,974,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48339,Montgomery County,2022,1416,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48341,Moore County,2022,879,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48343,Morris County,2022,783,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48345,Motley County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48347,Nacogdoches County,2022,863,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48349,Navarro County,2022,978,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48351,Newton County,2022,876,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48353,Nolan County,2022,810,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48355,Nueces County,2022,1175,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48357,Ochiltree County,2022,858,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48359,Oldham County,2022,1120,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48361,Orange County,2022,974,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48363,Palo Pinto County,2022,963,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48365,Panola County,2022,799,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48367,Parker County,2022,1291,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48369,Parmer County,2022,839,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48371,Pecos County,2022,986,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48373,Polk County,2022,920,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48375,Potter County,2022,943,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48377,Presidio County,2022,391,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48379,Rains County,2022,896,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48381,Randall County,2022,1072,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48383,Reagan County,2022,1057,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48385,Real County,2022,836,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48387,Red River County,2022,688,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48389,Reeves County,2022,951,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48391,Refugio County,2022,720,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48393,Roberts County,2022,554,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48395,Robertson County,2022,781,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48397,Rockwall County,2022,1779,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48399,Runnels County,2022,897,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48401,Rusk County,2022,963,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48403,Sabine County,2022,725,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48405,San Augustine County,2022,718,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48407,San Jacinto County,2022,992,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48409,San Patricio County,2022,1265,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48411,San Saba County,2022,918,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48413,Schleicher County,2022,645,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48415,Scurry County,2022,1025,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48417,Shackelford County,2022,486,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48419,Shelby County,2022,833,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48421,Sherman County,2022,969,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48423,Smith County,2022,1129,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48425,Somervell County,2022,853,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48427,Starr County,2022,670,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48429,Stephens County,2022,688,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48431,Sterling County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48433,Stonewall County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48435,Sutton County,2022,701,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48437,Swisher County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48439,Tarrant County,2022,1352,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48441,Taylor County,2022,1063,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48445,Terry County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48447,Throckmorton County,2022,536,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48449,Titus County,2022,808,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48451,Tom Green County,2022,1024,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48453,Travis County,2022,1561,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48455,Trinity County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48457,Tyler County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48459,Upshur County,2022,958,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48461,Upton County,2022,687,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48463,Uvalde County,2022,1014,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48465,Val Verde County,2022,913,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48467,Van Zandt County,2022,981,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48469,Victoria County,2022,1084,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48471,Walker County,2022,976,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48473,Waller County,2022,1109,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48475,Ward County,2022,1061,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48477,Washington County,2022,1025,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48479,Webb County,2022,964,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48481,Wharton County,2022,894,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48483,Wheeler County,2022,896,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48485,Wichita County,2022,937,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48487,Wilbarger County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48489,Willacy County,2022,695,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48491,Williamson County,2022,1597,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48493,Wilson County,2022,1054,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48495,Winkler County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48497,Wise County,2022,1137,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48499,Wood County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48501,Yoakum County,2022,983,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48503,Young County,2022,823,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48505,Zapata County,2022,557,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/48507,Zavala County,2022,838,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49001,Beaver County,2022,948,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49003,Box Elder County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49005,Cache County,2022,1025,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49007,Carbon County,2022,786,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49009,Daggett County,2021,420,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49011,Davis County,2022,1407,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49013,Duchesne County,2022,894,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49015,Emery County,2022,662,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49017,Garfield County,2022,779,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49019,Grand County,2022,1020,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49021,Iron County,2022,935,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49023,Juab County,2022,969,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49025,Kane County,2022,1124,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49027,Millard County,2022,801,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49029,Morgan County,2022,1276,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49031,Piute County,2022,594,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49033,Rich County,2022,663,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49035,Salt Lake County,2022,1394,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49037,San Juan County,2022,861,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49039,Sanpete County,2022,910,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49041,Sevier County,2022,791,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49043,Summit County,2022,1822,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49045,Tooele County,2022,1079,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49047,Uintah County,2022,797,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49049,Utah County,2022,1330,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49051,Wasatch County,2022,1586,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49053,Washington County,2022,1321,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49055,Wayne County,2022,926,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/49057,Weber County,2022,1188,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50001,Addison County,2022,1153,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50003,Bennington County,2022,974,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50005,Caledonia County,2022,919,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50007,Chittenden County,2022,1511,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50009,Essex County,2022,911,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50011,Franklin County,2022,1125,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50013,Grand Isle County,2022,1206,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50015,Lamoille County,2022,1066,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50017,Orange County,2022,1125,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50019,Orleans County,2022,898,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50021,Rutland County,2022,891,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50023,Washington County,2022,1077,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50025,Windham County,2022,1031,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/50027,Windsor County,2022,1054,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51001,Accomack County,2022,974,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51003,Albemarle County,2022,1570,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51005,Alleghany County,2022,662,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51007,Amelia County,2022,1249,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51009,Amherst County,2022,811,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51011,Appomattox County,2022,861,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51013,Arlington County,2022,2227,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51015,Augusta County,2022,1019,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51017,Bath County,2022,650,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51019,Bedford County,2022,939,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51021,Bland County,2022,705,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51023,Botetourt County,2022,869,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51025,Brunswick County,2022,841,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51027,Buchanan County,2022,728,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51029,Buckingham County,2022,844,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51031,Campbell County,2022,792,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51033,Caroline County,2022,1212,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51035,Carroll County,2022,643,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51036,Charles City County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51037,Charlotte County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51041,Chesterfield County,2022,1460,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51043,Clarke County,2022,1260,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51045,Craig County,2022,687,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51047,Culpeper County,2022,1383,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51049,Cumberland County,2022,803,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51051,Dickenson County,2022,680,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51053,Dinwiddie County,2022,1154,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51057,Essex County,2022,942,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51059,Fairfax County,2022,2159,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51061,Fauquier County,2022,1468,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51063,Floyd County,2022,809,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51065,Fluvanna County,2022,1363,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51067,Franklin County,2022,809,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51069,Frederick County,2022,1347,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51071,Giles County,2022,758,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51073,Gloucester County,2022,1133,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51075,Goochland County,2022,1407,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51077,Grayson County,2022,703,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51079,Greene County,2022,1277,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51081,Greensville County,2022,979,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51083,Halifax County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51085,Hanover County,2022,1392,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51087,Henrico County,2022,1380,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51089,Henry County,2022,686,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51091,Highland County,2022,800,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51093,Isle of Wight County,2022,1223,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51095,James City County,2022,1435,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51097,King and Queen County,2022,1065,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51099,King George County,2022,1385,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51101,King William County,2022,1239,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51103,Lancaster County,2022,959,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51105,Lee County,2022,651,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51107,Loudoun County,2022,2195,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51109,Louisa County,2022,1137,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51111,Lunenburg County,2022,802,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51113,Madison County,2022,955,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51115,Mathews County,2022,966,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51117,Mecklenburg County,2022,784,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51119,Middlesex County,2022,1056,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51121,Montgomery County,2022,1161,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51125,Nelson County,2022,921,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51127,New Kent County,2022,1391,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51131,Northampton County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51133,Northumberland County,2022,1026,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51135,Nottoway County,2022,895,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/51137,Orange County,2022,1085,https://data.census.gov/table/ACSDT5Y2022.B25031
