placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/42117,Tioga County,2021,32549000,https://www.bea.gov/
geoId/42119,Union County,2021,62732000,https://www.bea.gov/
geoId/42121,Venango County,2021,28730000,https://www.bea.gov/
geoId/42123,Warren County,2021,22079000,https://www.bea.gov/
geoId/42125,Washington County,2021,429780000,https://www.bea.gov/
geoId/42127,Wayne County,2021,95676000,https://www.bea.gov/
geoId/42129,Westmoreland County,2021,407002000,https://www.bea.gov/
geoId/42131,Wyoming County,2021,23862000,https://www.bea.gov/
geoId/42133,York County,2021,443575000,https://www.bea.gov/
geoId/44001,Bristol County,2021,79367000,https://www.bea.gov/
geoId/44003,Kent County,2021,340074000,https://www.bea.gov/
geoId/44005,Newport County,2021,510199000,https://www.bea.gov/
geoId/44007,Providence County,2021,1169668000,https://www.bea.gov/
geoId/44009,Washington County,2021,354337000,https://www.bea.gov/
geoId/45001,Abbeville County,2021,7227000,https://www.bea.gov/
geoId/45003,Aiken County,2021,190936000,https://www.bea.gov/
geoId/45005,Allendale County,2021,1560000,https://www.bea.gov/
geoId/45007,Anderson County,2021,227022000,https://www.bea.gov/
geoId/45009,Bamberg County,2019,5507000,https://www.bea.gov/
geoId/45011,Barnwell County,2020,7682000,https://www.bea.gov/
geoId/45013,Beaufort County,2021,706447000,https://www.bea.gov/
geoId/45015,Berkeley County,2021,200638000,https://www.bea.gov/
geoId/45017,Calhoun County,2018,4976000,https://www.bea.gov/
geoId/45019,Charleston County,2021,1746094000,https://www.bea.gov/
geoId/45021,Cherokee County,2021,53345000,https://www.bea.gov/
geoId/45023,Chester County,2019,16941000,https://www.bea.gov/
geoId/45025,Chesterfield County,2021,23977000,https://www.bea.gov/
geoId/45027,Clarendon County,2021,21496000,https://www.bea.gov/
geoId/45029,Colleton County,2021,41190000,https://www.bea.gov/
geoId/45031,Darlington County,2021,46846000,https://www.bea.gov/
geoId/45033,Dillon County,2021,24329000,https://www.bea.gov/
geoId/45035,Dorchester County,2021,147740000,https://www.bea.gov/
geoId/45037,Edgefield County,2015,8368000,https://www.bea.gov/
geoId/45039,Fairfield County,2012,6901000,https://www.bea.gov/
geoId/45041,Florence County,2021,238624000,https://www.bea.gov/
geoId/45043,Georgetown County,2021,168320000,https://www.bea.gov/
geoId/45045,Greenville County,2021,975201000,https://www.bea.gov/
geoId/45047,Greenwood County,2021,74077000,https://www.bea.gov/
geoId/45049,Hampton County,2019,8475000,https://www.bea.gov/
geoId/45051,Horry County,2021,1574822000,https://www.bea.gov/
geoId/45053,Jasper County,2021,38246000,https://www.bea.gov/
geoId/45055,Kershaw County,2021,50595000,https://www.bea.gov/
geoId/45057,Lancaster County,2021,57537000,https://www.bea.gov/
geoId/45059,Laurens County,2021,41322000,https://www.bea.gov/
geoId/45061,Lee County,2021,6284000,https://www.bea.gov/
geoId/45063,Lexington County,2021,372751000,https://www.bea.gov/
geoId/45065,McCormick County,2021,1752000,https://www.bea.gov/
geoId/45067,Marion County,2021,12678000,https://www.bea.gov/
geoId/45069,Marlboro County,2021,7442000,https://www.bea.gov/
geoId/45071,Newberry County,2021,27461000,https://www.bea.gov/
geoId/45073,Oconee County,2021,63881000,https://www.bea.gov/
geoId/45075,Orangeburg County,2021,100792000,https://www.bea.gov/
geoId/45077,Pickens County,2021,187742000,https://www.bea.gov/
geoId/45079,Richland County,2021,749583000,https://www.bea.gov/
geoId/45081,Saluda County,2021,6128000,https://www.bea.gov/
geoId/45083,Spartanburg County,2021,427555000,https://www.bea.gov/
geoId/45085,Sumter County,2021,95694000,https://www.bea.gov/
geoId/45087,Union County,2021,18038000,https://www.bea.gov/
geoId/45089,Williamsburg County,2020,7218000,https://www.bea.gov/
geoId/45091,York County,2021,378403000,https://www.bea.gov/
geoId/46003,Aurora County,2021,997000,https://www.bea.gov/
geoId/46005,Beadle County,2021,12895000,https://www.bea.gov/
geoId/46007,Bennett County,2021,1308000,https://www.bea.gov/
geoId/46009,Bon Homme County,2021,1467000,https://www.bea.gov/
geoId/46011,Brookings County,2021,47663000,https://www.bea.gov/
geoId/46013,Brown County,2021,89923000,https://www.bea.gov/
geoId/46015,Brule County,2021,10700000,https://www.bea.gov/
geoId/46017,Buffalo County,2010,34000,https://www.bea.gov/
geoId/46019,Butte County,2021,7415000,https://www.bea.gov/
geoId/46021,Campbell County,2021,542000,https://www.bea.gov/
geoId/46023,Charles Mix County,2021,5590000,https://www.bea.gov/
geoId/46025,Clark County,2021,2321000,https://www.bea.gov/
geoId/46027,Clay County,2020,14312000,https://www.bea.gov/
geoId/46029,Codington County,2021,37881000,https://www.bea.gov/
geoId/46031,Corson County,2021,342000,https://www.bea.gov/
geoId/46033,Custer County,2021,33231000,https://www.bea.gov/
geoId/46035,Davison County,2021,40012000,https://www.bea.gov/
geoId/46037,Day County,2017,4046000,https://www.bea.gov/
geoId/46039,Deuel County,2021,1919000,https://www.bea.gov/
geoId/46041,Dewey County,2021,2141000,https://www.bea.gov/
geoId/46043,Douglas County,2021,700000,https://www.bea.gov/
geoId/46045,Edmunds County,2021,1651000,https://www.bea.gov/
geoId/46047,Fall River County,2021,9730000,https://www.bea.gov/
geoId/46049,Faulk County,2021,1163000,https://www.bea.gov/
geoId/46051,Grant County,2021,5041000,https://www.bea.gov/
geoId/46053,Gregory County,2021,5115000,https://www.bea.gov/
geoId/46055,Haakon County,2020,891000,https://www.bea.gov/
geoId/46057,Hamlin County,2021,1789000,https://www.bea.gov/
geoId/46059,Hand County,2021,2166000,https://www.bea.gov/
geoId/46061,Hanson County,2021,759000,https://www.bea.gov/
geoId/46063,Harding County,2021,774000,https://www.bea.gov/
geoId/46065,Hughes County,2021,26740000,https://www.bea.gov/
geoId/46067,Hutchinson County,2021,1886000,https://www.bea.gov/
geoId/46069,Hyde County,2020,239000,https://www.bea.gov/
geoId/46071,Jackson County,2021,3539000,https://www.bea.gov/
geoId/46073,Jerauld County,2019,2164000,https://www.bea.gov/
geoId/46075,Jones County,2021,3332000,https://www.bea.gov/
geoId/46077,Kingsbury County,2021,2519000,https://www.bea.gov/
geoId/46079,Lake County,2021,9799000,https://www.bea.gov/
geoId/46081,Lawrence County,2021,168228000,https://www.bea.gov/
geoId/46083,Lincoln County,2021,53437000,https://www.bea.gov/
geoId/46085,Lyman County,2021,9681000,https://www.bea.gov/
geoId/46087,McCook County,2015,2154000,https://www.bea.gov/
geoId/46089,McPherson County,2021,294000,https://www.bea.gov/
geoId/46091,Marshall County,2021,2000000,https://www.bea.gov/
geoId/46093,Meade County,2021,29355000,https://www.bea.gov/
geoId/46095,Mellette County,2021,852000,https://www.bea.gov/
geoId/46097,Miner County,2021,1173000,https://www.bea.gov/
geoId/46099,Minnehaha County,2021,442283000,https://www.bea.gov/
geoId/46101,Moody County,2021,1361000,https://www.bea.gov/
geoId/46102,Oglala Lakota County,2021,2187000,https://www.bea.gov/
geoId/46103,Pennington County,2021,291175000,https://www.bea.gov/
geoId/46105,Perkins County,2019,1395000,https://www.bea.gov/
geoId/46107,Potter County,2021,2629000,https://www.bea.gov/
geoId/46109,Roberts County,2019,3232000,https://www.bea.gov/
geoId/46111,Sanborn County,2021,390000,https://www.bea.gov/
geoId/46115,Spink County,2018,4010000,https://www.bea.gov/
geoId/46117,Stanley County,2021,6203000,https://www.bea.gov/
geoId/46119,Sully County,2021,8091000,https://www.bea.gov/
geoId/46121,Todd County,2016,431000,https://www.bea.gov/
geoId/46123,Tripp County,2019,6641000,https://www.bea.gov/
geoId/46125,Turner County,2021,3403000,https://www.bea.gov/
geoId/46127,Union County,2021,22711000,https://www.bea.gov/
geoId/46129,Walworth County,2021,5914000,https://www.bea.gov/
geoId/46135,Yankton County,2021,26543000,https://www.bea.gov/
geoId/46137,Ziebach County,2007,202000,https://www.bea.gov/
geoId/47001,Anderson County,2021,116090000,https://www.bea.gov/
geoId/47003,Bedford County,2021,35726000,https://www.bea.gov/
geoId/47005,Benton County,2021,8567000,https://www.bea.gov/
geoId/47007,Bledsoe County,2020,3688000,https://www.bea.gov/
geoId/47009,Blount County,2021,313825000,https://www.bea.gov/
geoId/47011,Bradley County,2021,131009000,https://www.bea.gov/
geoId/47013,Campbell County,2021,39955000,https://www.bea.gov/
geoId/47015,Cannon County,2018,4914000,https://www.bea.gov/
geoId/47017,Carroll County,2021,17156000,https://www.bea.gov/
geoId/47019,Carter County,2021,51273000,https://www.bea.gov/
geoId/47021,Cheatham County,2021,42475000,https://www.bea.gov/
geoId/47023,Chester County,2017,8524000,https://www.bea.gov/
geoId/47025,Claiborne County,2021,17764000,https://www.bea.gov/
geoId/47027,Clay County,2021,9571000,https://www.bea.gov/
geoId/47029,Cocke County,2021,36941000,https://www.bea.gov/
geoId/47031,Coffee County,2021,96112000,https://www.bea.gov/
geoId/47033,Crockett County,2017,4260000,https://www.bea.gov/
geoId/47035,Cumberland County,2021,72835000,https://www.bea.gov/
geoId/47037,Davidson County,2021,7137694000,https://www.bea.gov/
geoId/47039,Decatur County,2021,6723000,https://www.bea.gov/
geoId/47041,DeKalb County,2021,22028000,https://www.bea.gov/
geoId/47043,Dickson County,2021,60649000,https://www.bea.gov/
geoId/47045,Dyer County,2021,59986000,https://www.bea.gov/
geoId/47047,Fayette County,2021,27953000,https://www.bea.gov/
geoId/47049,Fentress County,2021,10156000,https://www.bea.gov/
geoId/47051,Franklin County,2021,42720000,https://www.bea.gov/
geoId/47053,Gibson County,2021,35911000,https://www.bea.gov/
geoId/47055,Giles County,2021,24906000,https://www.bea.gov/
geoId/47057,Grainger County,2021,8516000,https://www.bea.gov/
geoId/47059,Greene County,2021,58959000,https://www.bea.gov/
geoId/47061,Grundy County,2021,4047000,https://www.bea.gov/
geoId/47063,Hamblen County,2021,158440000,https://www.bea.gov/
geoId/47065,Hamilton County,2021,868241000,https://www.bea.gov/
geoId/47067,Hancock County,2021,1821000,https://www.bea.gov/
geoId/47069,Hardeman County,2021,10234000,https://www.bea.gov/
geoId/47071,Hardin County,2021,24513000,https://www.bea.gov/
geoId/47073,Hawkins County,2021,31722000,https://www.bea.gov/
geoId/47075,Haywood County,2020,7668000,https://www.bea.gov/
geoId/47077,Henderson County,2021,27267000,https://www.bea.gov/
geoId/47079,Henry County,2021,43788000,https://www.bea.gov/
geoId/47081,Hickman County,2018,9161000,https://www.bea.gov/
geoId/47083,Houston County,2021,4365000,https://www.bea.gov/
geoId/47085,Humphreys County,2021,19924000,https://www.bea.gov/
geoId/47087,Jackson County,2021,6756000,https://www.bea.gov/
geoId/47089,Jefferson County,2021,52284000,https://www.bea.gov/
geoId/47091,Johnson County,2021,9371000,https://www.bea.gov/
geoId/47093,Knox County,2021,1130296000,https://www.bea.gov/
geoId/47095,Lake County,2021,5826000,https://www.bea.gov/
geoId/47097,Lauderdale County,2021,9633000,https://www.bea.gov/
geoId/47099,Lawrence County,2021,32737000,https://www.bea.gov/
geoId/47101,Lewis County,2021,11180000,https://www.bea.gov/
geoId/47103,Lincoln County,2021,23011000,https://www.bea.gov/
geoId/47105,Loudon County,2021,72988000,https://www.bea.gov/
geoId/47107,McMinn County,2021,51482000,https://www.bea.gov/
geoId/47109,McNairy County,2018,11624000,https://www.bea.gov/
geoId/47111,Macon County,2021,10090000,https://www.bea.gov/
geoId/47113,Madison County,2021,175076000,https://www.bea.gov/
geoId/47115,Marion County,2021,39357000,https://www.bea.gov/
geoId/47117,Marshall County,2021,21797000,https://www.bea.gov/
geoId/47119,Maury County,2021,162915000,https://www.bea.gov/
geoId/47121,Meigs County,2021,5808000,https://www.bea.gov/
geoId/47123,Monroe County,2021,42576000,https://www.bea.gov/
geoId/47125,Montgomery County,2021,267721000,https://www.bea.gov/
geoId/47127,Moore County,2021,3054000,https://www.bea.gov/
geoId/47129,Morgan County,2021,4516000,https://www.bea.gov/
geoId/47131,Obion County,2021,35714000,https://www.bea.gov/
geoId/47133,Overton County,2021,16873000,https://www.bea.gov/
geoId/47135,Perry County,2020,3263000,https://www.bea.gov/
geoId/47137,Pickett County,2021,9448000,https://www.bea.gov/
geoId/47139,Polk County,2021,14593000,https://www.bea.gov/
geoId/47141,Putnam County,2021,154341000,https://www.bea.gov/
geoId/47143,Rhea County,2021,25697000,https://www.bea.gov/
geoId/47145,Roane County,2021,44372000,https://www.bea.gov/
geoId/47147,Robertson County,2021,64599000,https://www.bea.gov/
geoId/47149,Rutherford County,2021,539382000,https://www.bea.gov/
geoId/47151,Scott County,2021,10306000,https://www.bea.gov/
geoId/47153,Sequatchie County,2020,7409000,https://www.bea.gov/
geoId/47155,Sevier County,2021,1298015000,https://www.bea.gov/
geoId/47157,Shelby County,2021,2137602000,https://www.bea.gov/
geoId/47159,Smith County,2013,31119000,https://www.bea.gov/
geoId/47161,Stewart County,2021,6470000,https://www.bea.gov/
geoId/47163,Sullivan County,2021,275462000,https://www.bea.gov/
geoId/47165,Sumner County,2021,305284000,https://www.bea.gov/
geoId/47167,Tipton County,2021,28010000,https://www.bea.gov/
geoId/47169,Trousdale County,2021,8328000,https://www.bea.gov/
geoId/47171,Unicoi County,2013,9999000,https://www.bea.gov/
geoId/47173,Union County,2021,9691000,https://www.bea.gov/
geoId/47175,Van Buren County,2021,2449000,https://www.bea.gov/
geoId/47177,Warren County,2021,41023000,https://www.bea.gov/
geoId/47179,Washington County,2021,280904000,https://www.bea.gov/
geoId/47181,Wayne County,2021,9578000,https://www.bea.gov/
geoId/47183,Weakley County,2021,23999000,https://www.bea.gov/
geoId/47185,White County,2021,44325000,https://www.bea.gov/
geoId/47187,Williamson County,2021,1361565000,https://www.bea.gov/
geoId/47189,Wilson County,2021,221900000,https://www.bea.gov/
geoId/48001,Anderson County,2021,45379000,https://www.bea.gov/
geoId/48003,Andrews County,2021,22406000,https://www.bea.gov/
geoId/48005,Angelina County,2021,103026000,https://www.bea.gov/
geoId/48007,Aransas County,2021,49717000,https://www.bea.gov/
geoId/48009,Archer County,2019,1111000,https://www.bea.gov/
geoId/48011,Armstrong County,2021,492000,https://www.bea.gov/
geoId/48013,Atascosa County,2021,32525000,https://www.bea.gov/
geoId/48015,Austin County,2021,25645000,https://www.bea.gov/
geoId/48017,Bailey County,2021,6004000,https://www.bea.gov/
geoId/48019,Bandera County,2021,21302000,https://www.bea.gov/
geoId/48021,Bastrop County,2021,110060000,https://www.bea.gov/
geoId/48023,Baylor County,2021,2238000,https://www.bea.gov/
geoId/48025,Bee County,2021,23772000,https://www.bea.gov/
geoId/48027,Bell County,2021,361322000,https://www.bea.gov/
geoId/48029,Bexar County,2021,4080013000,https://www.bea.gov/
geoId/48031,Blanco County,2021,17125000,https://www.bea.gov/
geoId/48033,Borden County,2020,134000,https://www.bea.gov/
geoId/48035,Bosque County,2021,10952000,https://www.bea.gov/
geoId/48037,Bowie County,2021,140705000,https://www.bea.gov/
geoId/48039,Brazoria County,2021,430865000,https://www.bea.gov/
geoId/48041,Brazos County,2021,521466000,https://www.bea.gov/
geoId/48043,Brewster County,2021,44186000,https://www.bea.gov/
geoId/48045,Briscoe County,2021,395000,https://www.bea.gov/
geoId/48047,Brooks County,2021,7501000,https://www.bea.gov/
geoId/48049,Brown County,2021,38077000,https://www.bea.gov/
geoId/48051,Burleson County,2021,12948000,https://www.bea.gov/
geoId/48053,Burnet County,2021,80064000,https://www.bea.gov/
geoId/48055,Caldwell County,2021,31407000,https://www.bea.gov/
geoId/48057,Calhoun County,2021,26774000,https://www.bea.gov/
geoId/48059,Callahan County,2021,6761000,https://www.bea.gov/
geoId/48061,Cameron County,2021,444785000,https://www.bea.gov/
geoId/48063,Camp County,2021,6121000,https://www.bea.gov/
geoId/48065,Carson County,2021,2639000,https://www.bea.gov/
geoId/48067,Cass County,2021,13798000,https://www.bea.gov/
geoId/48069,Castro County,2021,2446000,https://www.bea.gov/
geoId/48071,Chambers County,2021,41043000,https://www.bea.gov/
geoId/48073,Cherokee County,2021,36206000,https://www.bea.gov/
geoId/48075,Childress County,2021,8128000,https://www.bea.gov/
geoId/48077,Clay County,2019,2370000,https://www.bea.gov/
geoId/48079,Cochran County,2019,220000,https://www.bea.gov/
geoId/48081,Coke County,2021,864000,https://www.bea.gov/
geoId/48083,Coleman County,2021,6157000,https://www.bea.gov/
geoId/48085,Collin County,2021,2465523000,https://www.bea.gov/
geoId/48087,Collingsworth County,2021,1211000,https://www.bea.gov/
geoId/48089,Colorado County,2021,26212000,https://www.bea.gov/
geoId/48091,Comal County,2021,371739000,https://www.bea.gov/
geoId/48093,Comanche County,2015,7607000,https://www.bea.gov/
geoId/48095,Concho County,2021,1884000,https://www.bea.gov/
geoId/48097,Cooke County,2021,45064000,https://www.bea.gov/
geoId/48099,Coryell County,2021,48642000,https://www.bea.gov/
geoId/48101,Cottle County,2021,718000,https://www.bea.gov/
geoId/48103,Crane County,2021,1236000,https://www.bea.gov/
geoId/48105,Crockett County,2021,5491000,https://www.bea.gov/
geoId/48107,Crosby County,2021,739000,https://www.bea.gov/
geoId/48109,Culberson County,2021,7711000,https://www.bea.gov/
geoId/48111,Dallam County,2021,10200000,https://www.bea.gov/
geoId/48113,Dallas County,2021,7103104000,https://www.bea.gov/
geoId/48115,Dawson County,2021,9301000,https://www.bea.gov/
geoId/48117,Deaf Smith County,2021,12284000,https://www.bea.gov/
geoId/48119,Delta County,2021,1030000,https://www.bea.gov/
geoId/48121,Denton County,2021,1260725000,https://www.bea.gov/
geoId/48123,DeWitt County,2021,22756000,https://www.bea.gov/
geoId/48125,Dickens County,2020,508000,https://www.bea.gov/
geoId/48127,Dimmit County,2021,16720000,https://www.bea.gov/
geoId/48129,Donley County,2021,2580000,https://www.bea.gov/
geoId/48131,Duval County,2019,3366000,https://www.bea.gov/
geoId/48133,Eastland County,2021,12314000,https://www.bea.gov/
geoId/48135,Ector County,2021,312253000,https://www.bea.gov/
geoId/48137,Edwards County,2021,966000,https://www.bea.gov/
geoId/48139,Ellis County,2021,166153000,https://www.bea.gov/
geoId/48141,El Paso County,2021,965442000,https://www.bea.gov/
geoId/48143,Erath County,2021,56560000,https://www.bea.gov/
geoId/48145,Falls County,2021,4798000,https://www.bea.gov/
geoId/48147,Fannin County,2021,16801000,https://www.bea.gov/
geoId/48149,Fayette County,2021,37733000,https://www.bea.gov/
geoId/48151,Fisher County,2021,801000,https://www.bea.gov/
geoId/48153,Floyd County,2021,1341000,https://www.bea.gov/
geoId/48155,Foard County,2021,717000,https://www.bea.gov/
geoId/48157,Fort Bend County,2021,873761000,https://www.bea.gov/
geoId/48159,Franklin County,2021,7185000,https://www.bea.gov/
geoId/48161,Freestone County,2021,14222000,https://www.bea.gov/
geoId/48163,Frio County,2021,12658000,https://www.bea.gov/
geoId/48165,Gaines County,2021,13603000,https://www.bea.gov/
geoId/48167,Galveston County,2021,655773000,https://www.bea.gov/
geoId/48169,Garza County,2021,3941000,https://www.bea.gov/
geoId/48171,Gillespie County,2021,93643000,https://www.bea.gov/
geoId/48173,Glasscock County,2012,616000,https://www.bea.gov/
geoId/48175,Goliad County,2021,4995000,https://www.bea.gov/
geoId/48177,Gonzales County,2021,13950000,https://www.bea.gov/
geoId/48179,Gray County,2021,17713000,https://www.bea.gov/
geoId/48181,Grayson County,2021,197978000,https://www.bea.gov/
geoId/48183,Gregg County,2021,201423000,https://www.bea.gov/
geoId/48185,Grimes County,2021,23087000,https://www.bea.gov/
geoId/48187,Guadalupe County,2021,135521000,https://www.bea.gov/
geoId/48189,Hale County,2021,30191000,https://www.bea.gov/
geoId/48191,Hall County,2021,1730000,https://www.bea.gov/
geoId/48193,Hamilton County,2021,6713000,https://www.bea.gov/
geoId/48195,Hansford County,2021,1462000,https://www.bea.gov/
geoId/48197,Hardeman County,2021,1378000,https://www.bea.gov/
geoId/48199,Hardin County,2021,39701000,https://www.bea.gov/
geoId/48201,Harris County,2021,10027063000,https://www.bea.gov/
geoId/48203,Harrison County,2021,41563000,https://www.bea.gov/
geoId/48205,Hartley County,2019,3869000,https://www.bea.gov/
geoId/48207,Haskell County,2018,2026000,https://www.bea.gov/
geoId/48209,Hays County,2021,357176000,https://www.bea.gov/
geoId/48211,Hemphill County,2021,3154000,https://www.bea.gov/
geoId/48213,Henderson County,2021,57594000,https://www.bea.gov/
geoId/48215,Hidalgo County,2021,707889000,https://www.bea.gov/
geoId/48217,Hill County,2021,28066000,https://www.bea.gov/
geoId/48219,Hockley County,2021,16842000,https://www.bea.gov/
geoId/48221,Hood County,2021,80277000,https://www.bea.gov/
geoId/48223,Hopkins County,2021,39536000,https://www.bea.gov/
geoId/48225,Houston County,2021,15703000,https://www.bea.gov/
geoId/48227,Howard County,2021,38935000,https://www.bea.gov/
geoId/48229,Hudspeth County,2021,474000,https://www.bea.gov/
geoId/48231,Hunt County,2021,80561000,https://www.bea.gov/
geoId/48233,Hutchinson County,2021,17823000,https://www.bea.gov/
geoId/48235,Irion County,2021,1116000,https://www.bea.gov/
geoId/48237,Jack County,2020,4566000,https://www.bea.gov/
geoId/48239,Jackson County,2020,8163000,https://www.bea.gov/
geoId/48241,Jasper County,2021,26592000,https://www.bea.gov/
geoId/48243,Jeff Davis County,2021,8756000,https://www.bea.gov/
geoId/48245,Jefferson County,2021,341798000,https://www.bea.gov/
geoId/48247,Jim Hogg County,2021,2385000,https://www.bea.gov/
geoId/48249,Jim Wells County,2021,33096000,https://www.bea.gov/
geoId/48251,Johnson County,2021,149530000,https://www.bea.gov/
geoId/48253,Jones County,2021,4747000,https://www.bea.gov/
geoId/48255,Karnes County,2021,15495000,https://www.bea.gov/
geoId/48257,Kaufman County,2021,97988000,https://www.bea.gov/
geoId/48259,Kendall County,2021,77328000,https://www.bea.gov/
geoId/48261,Kenedy County,2019,1788000,https://www.bea.gov/
geoId/48263,Kent County,2021,78000,https://www.bea.gov/
geoId/48265,Kerr County,2021,110089000,https://www.bea.gov/
geoId/48267,Kimble County,2021,9959000,https://www.bea.gov/
geoId/48269,King County,2021,53000,https://www.bea.gov/
geoId/48271,Kinney County,2021,543000,https://www.bea.gov/
geoId/48273,Kleberg County,2021,40970000,https://www.bea.gov/
geoId/48275,Knox County,2021,1647000,https://www.bea.gov/
geoId/48277,Lamar County,2021,53228000,https://www.bea.gov/
geoId/48279,Lamb County,2021,4780000,https://www.bea.gov/
geoId/48281,Lampasas County,2021,13789000,https://www.bea.gov/
geoId/48283,La Salle County,2021,13267000,https://www.bea.gov/
geoId/48285,Lavaca County,2021,8400000,https://www.bea.gov/
geoId/48287,Lee County,2015,16421000,https://www.bea.gov/
geoId/48289,Leon County,2021,9344000,https://www.bea.gov/
geoId/48291,Liberty County,2020,42308000,https://www.bea.gov/
geoId/48293,Limestone County,2021,12092000,https://www.bea.gov/
geoId/48295,Lipscomb County,2017,4122000,https://www.bea.gov/
geoId/48297,Live Oak County,2021,9756000,https://www.bea.gov/
geoId/48299,Llano County,2021,84037000,https://www.bea.gov/
geoId/48301,Loving County,2021,415000,https://www.bea.gov/
geoId/48303,Lubbock County,2021,575694000,https://www.bea.gov/
geoId/48305,Lynn County,2021,537000,https://www.bea.gov/
geoId/48307,McCulloch County,2021,9373000,https://www.bea.gov/
geoId/48309,McLennan County,2021,409880000,https://www.bea.gov/
geoId/48311,McMullen County,2021,792000,https://www.bea.gov/
geoId/48313,Madison County,2021,10988000,https://www.bea.gov/
geoId/48315,Marion County,2021,7722000,https://www.bea.gov/
geoId/48317,Martin County,2021,4002000,https://www.bea.gov/
geoId/48319,Mason County,2021,4779000,https://www.bea.gov/
geoId/48321,Matagorda County,2021,34355000,https://www.bea.gov/
geoId/48323,Maverick County,2021,43759000,https://www.bea.gov/
geoId/48325,Medina County,2021,25041000,https://www.bea.gov/
geoId/48327,Menard County,2021,1159000,https://www.bea.gov/
geoId/48329,Midland County,2021,416418000,https://www.bea.gov/
geoId/48331,Milam County,2021,11784000,https://www.bea.gov/
geoId/48333,Mills County,2021,1789000,https://www.bea.gov/
geoId/48335,Mitchell County,2020,3807000,https://www.bea.gov/
geoId/48337,Montague County,2021,10088000,https://www.bea.gov/
geoId/48339,Montgomery County,2021,902306000,https://www.bea.gov/
geoId/48341,Moore County,2021,17928000,https://www.bea.gov/
geoId/48343,Morris County,2021,3236000,https://www.bea.gov/
geoId/48345,Motley County,2021,734000,https://www.bea.gov/
geoId/48347,Nacogdoches County,2021,69662000,https://www.bea.gov/
geoId/48349,Navarro County,2021,36472000,https://www.bea.gov/
geoId/48351,Newton County,2021,470000,https://www.bea.gov/
geoId/48353,Nolan County,2021,18160000,https://www.bea.gov/
geoId/48355,Nueces County,2021,682703000,https://www.bea.gov/
geoId/48357,Ochiltree County,2021,8130000,https://www.bea.gov/
geoId/48359,Oldham County,2021,1128000,https://www.bea.gov/
geoId/48361,Orange County,2021,62946000,https://www.bea.gov/
geoId/48363,Palo Pinto County,2021,36696000,https://www.bea.gov/
geoId/48365,Panola County,2021,12231000,https://www.bea.gov/
geoId/48367,Parker County,2017,111610000,https://www.bea.gov/
geoId/48369,Parmer County,2018,2246000,https://www.bea.gov/
geoId/48371,Pecos County,2021,30508000,https://www.bea.gov/
geoId/48373,Polk County,2021,34095000,https://www.bea.gov/
geoId/48375,Potter County,2021,264317000,https://www.bea.gov/
geoId/48377,Presidio County,2021,21437000,https://www.bea.gov/
geoId/48379,Rains County,2018,5463000,https://www.bea.gov/
geoId/48381,Randall County,2021,138847000,https://www.bea.gov/
geoId/48383,Reagan County,2021,4140000,https://www.bea.gov/
geoId/48385,Real County,2021,6176000,https://www.bea.gov/
geoId/48387,Red River County,2020,1852000,https://www.bea.gov/
geoId/48389,Reeves County,2021,32952000,https://www.bea.gov/
geoId/48391,Refugio County,2021,5982000,https://www.bea.gov/
geoId/48393,Roberts County,2004,208000,https://www.bea.gov/
geoId/48395,Robertson County,2021,11161000,https://www.bea.gov/
geoId/48397,Rockwall County,2021,170274000,https://www.bea.gov/
geoId/48399,Runnels County,2021,4980000,https://www.bea.gov/
geoId/48401,Rusk County,2021,23597000,https://www.bea.gov/
geoId/48403,Sabine County,2021,4292000,https://www.bea.gov/
geoId/48405,San Augustine County,2020,1655000,https://www.bea.gov/
geoId/48407,San Jacinto County,2021,4603000,https://www.bea.gov/
geoId/48409,San Patricio County,2021,79037000,https://www.bea.gov/
geoId/48411,San Saba County,2021,2795000,https://www.bea.gov/
geoId/48413,Schleicher County,2020,194000,https://www.bea.gov/
geoId/48415,Scurry County,2021,12850000,https://www.bea.gov/
geoId/48417,Shackelford County,2021,3697000,https://www.bea.gov/
geoId/48419,Shelby County,2021,14030000,https://www.bea.gov/
geoId/48421,Sherman County,2021,306000,https://www.bea.gov/
geoId/48423,Smith County,2021,334166000,https://www.bea.gov/
geoId/48425,Somervell County,2021,20268000,https://www.bea.gov/
geoId/48427,Starr County,2021,24549000,https://www.bea.gov/
geoId/48429,Stephens County,2021,6522000,https://www.bea.gov/
geoId/48431,Sterling County,2021,848000,https://www.bea.gov/
geoId/48433,Stonewall County,2021,786000,https://www.bea.gov/
geoId/48435,Sutton County,2021,7812000,https://www.bea.gov/
geoId/48437,Swisher County,2021,2541000,https://www.bea.gov/
geoId/48439,Tarrant County,2021,3787459000,https://www.bea.gov/
geoId/48441,Taylor County,2021,208028000,https://www.bea.gov/
geoId/48443,Terrell County,2021,1506000,https://www.bea.gov/
geoId/48445,Terry County,2021,7737000,https://www.bea.gov/
geoId/48447,Throckmorton County,2021,768000,https://www.bea.gov/
geoId/48449,Titus County,2021,32508000,https://www.bea.gov/
